,artist,count,genre
4195,Tessa Violet,1,pop
4196,Teto,1,rap
4197,Tha omedetaz,1,
4198,That's Matt,2,
4199,Thata,1,Bossa Nova
4200,The 1975,1,indie
4201,The 5th Dimension,1,soul
4202,The 80's Allstars,1,
4203,The Alan Parsons Project,1,Progressive rock
4204,The Alchemist,2,Hip-Hop
4205,The Allman Brothers Band,1,Southern Rock
4206,The Amazons,2,seen live
4207,The Animals,1,classic rock
4208,The Avalanches,4,electronic
4209,The B-52's,1,new wave
4210,The Band,1,classic rock
4211,The Bangles,11,80s
4212,The Beach Boys,3,classic rock
4213,The Beatles,2,classic rock
4214,The Beatmotors,1,rock
4215,The Bewitched Hands,1,french
4216,The Bird and the Bee,5,indie
4217,The Black Dahlia Murder,27,Melodic Death Metal
4218,The Black Keys,7,blues rock
4219,The Black Mamba,1,blues
4220,The Black Skirts,1,Korean
4221,The Blake Robinson Synthetic Orchestra,1,orchestral
4222,The Blanks,1,a capella
4223,The Blow,1,seen live
4224,The Boyfriends,1,seen live
4225,The Brotet,3,jazz
4226,The Brothers Nylon,1,funk
4227,The Burning Deadwoods,1,
4228,The Cab,3,pop punk
4229,The Cabs,1,emo
4230,The Calendar of Happy Days,1,japanese
4231,The Cars,7,new wave
4232,The Chairs,1,indie
4233,The Champs,10,rock n roll
4234,The Cheetah Girls,1,pop
4235,The Christmas Guys,14,
4236,The Clash,13,punk
4237,The Comet Is Coming,1,jazz
4238,The Company,2,Soundtrack
4239,The Cool Kids,2,Hip-Hop
4240,The Cult,14,hard rock
4241,The Cure,32,post-punk
4242,The Dandy Warhols,1,indie
4243,The Dead Texan,1,ambient
4244,The Dear Hunter,1,Progressive rock
4245,The Delfonics,2,soul
4246,The Deli,12,instrumental
4247,The Dialectic,2,deathcore
4248,The Doobie Brothers,3,classic rock
4249,The Duck,1,Female fronted metal
4250,The Fashion,7,indie rock
4251,The Fearless Flyers,49,funk
4252,The Five Blobs,2,jazz
4253,The Fixx,1,new wave
4254,The Foundations,1,oldies
4255,The Fratellis,20,indie
4256,The Free Design,1,sunshine pop
4257,The Friends of Distinction,1,soul
4258,The Frim,1,dubstep
4259,The Front Bottoms,1,seen live
4260,The Game,2,rap
4261,The Garden,125,post-punk
4262,The Go! Team,1,indie
4263,The Grass Roots,2,classic rock
4264,The Hives,2,seen live
4265,The Home Depot,1,black metal
4266,The Human League,3,new wave
4267,The Ink Spots,2,jazz
4268,The Internet,110,soul
4269,The Internet feat. Mac Miller,2,
4270,The Isley Brothers,11,soul
4271,The Jackson 5,6,soul
4272,The Jacksons,1,soul
4273,The Japanese House,3,electronic
4274,The Jesus and Mary Chain,1,shoegaze
4275,The Jets,1,80s
4276,The Jon Spencer Blues Explosion,1,rock
4277,The Jones Girls,1,soul
4278,The Joykiller,1,punk
4279,The Kid LAROI,4,rap
4280,The Killers,8,indie
4281,The Knocks,2,electronic
4282,The Kooks,1,indie
4283,The Koxx,104,Korean
4284,The L.B.,2,
4285,The Last Shadow Puppets,2,indie
4286,The Limiñanas,1,Lo-Fi
4287,The Little Ones,1,indie
4288,The Living Tombstone,4,electronic
4289,The Lonely Island,70,comedy
4290,The Long Faces,1,Psychedelic Rock
4291,The Lovin' Spoonful,1,60s
4292,The Macarons Project,1,
4293,The Marías,3,indie
4294,The Meters,1,funk
4295,The Midnight,4,synthwave
4296,The Moldy Peaches,1,indie
4297,The Monkees,1,60s
4298,The Moody Blues,1,classic rock
4299,The Neighbourhood,5,indie
4300,The Notorious B.I.G.,13,Hip-Hop
4301,The Ocean Blue,1,indie pop
4302,The Octopus Project,157,experimental
4303,The Outfield,2,80s
4304,The Pale White,1,indie rock
4305,The Pharcyde,1,Hip-Hop
4306,The Pillows,2,J-rock
4307,The Platters,4,oldies
4308,The Pogues,2,irish
4309,The Pointer Sisters,2,Disco
4310,The Police,2,rock
4311,The Pom-Poms,1,electropop
4312,The Proclaimers,1,Scottish
4313,The Psychedelic Furs,1,new wave
4314,The Pullovers,1,japanese
4315,The Queenstons,2,Drum and bass
4316,The Quiett,1,Korean
4317,The Raconteurs,1,rock
4318,The Rare Occasions,1,alternative rock
4319,The Reverb Junkie,2,electronic
4320,The Rock Masters,1,rock
4321,The Rolling Stones,5,classic rock
4322,The Romantics,1,new wave
4323,The Ronettes,9,60s
4324,The Rose,1,trance
4325,The Runaways,3,hard rock
4326,The Shins,2,indie
4327,The Sisters of Mercy,1,Gothic Rock
4328,The Smashing Pumpkins,1,alternative rock
4329,The Smiths,1,indie
4330,The Songbards,1,seen live
4331,The StartUps,1,
4332,The Storefront,2,
4333,The Strokes,4,indie rock
4334,The Stylistics,5,soul
4335,The Temptations,1,soul
4336,The Tipsy Turtle,1,
4337,The Tired Eyes,1,
4338,The Toxic Avenger,1,electro
4339,The Trammps,1,Disco
4340,The Veronicas,1,pop rock
4341,The Voidz,1,Experimental Rock
4342,The Volunteers,1,Korean
4343,The Walker Brothers,3,60s
4344,The Walkmen,1,seen live
4345,The Walters,1,indie rock
4346,The Weeknd,33,rnb
4347,"The Weeknd, Kendrick Lamar",2,kendrick lamar
4348,The White Stripes,6,rock
4349,The Whitest Boy Alive,1,indie
4350,The Wisely Brothers,2,indie
4351,The Wombats,1,indie
4352,The Zenith Passage,1,Technical Death Metal
4353,The Zombies,2,60s
4354,TheFatRat,5,electronic
4355,Thelonious Coltrane,2,beats
4356,Theme Songs,1,Soundtrack
4357,Theo Katzman,12,indie
4358,They Might Be Giants,1,alternative
4359,Thiago Pantaleão,1,pop
4360,Thirty Seconds to Mars,1,alternative rock
4361,Thom Brennan,1,ambient
4362,Thomas Dolby,14,new wave
4363,Thomas Ng,1,soul
4364,Thousand Eyes,1,Melodic Death Metal
4365,Three Dog Night,1,classic rock
4366,Through & Through,1,hardcore
4367,Thundercat,2415,funk
4368,Thuy,6,rnb
4369,TiMT,1,beats
4370,TiRon & Ayomari,1,Hip-Hop
4371,Tia,2,j-pop
4372,Tia Blake,1,folk
4373,TiaCorine,1,rap
4374,Tierra Whack,2,Hip-Hop
4375,Tiffany Young,6,pop
4376,Tigran Hamasyan,2,jazz
4377,Tillie,1,pop
4378,Tim Maia,1,soul
4379,Timbaland,1,Hip-Hop
4380,Time Columns,3,math rock
4381,Timmy Trumpet,1,House
4382,Tina Turner,2,pop
4383,Tinashe,5,rnb
4384,Tiny Meat Gang,1,Hip-Hop
4385,Tipper,1,idm
4386,TisaKorean,1,silly
4387,Titancube,9,
4388,Tito Puente,2,latin
4389,Titus1,1,canada
4390,Tiësto,5,trance
4391,Tobe Nwigwe,1,rap
4392,Toby Fox,494,Soundtrack
4393,Todd Rundgren,2,classic rock
4394,Todster,2,noise
4395,Tokimeki Records,3,covers
4396,Tokiwa,185,pop
4397,Tokyo Health Club,4,Hip-Hop
4398,Tokyo Incidents,4,japanese
4399,Tokyo Machine,23,EDM
4400,Tom Doolie,4,chill
4401,Tom Jones,4,pop
4402,Tom Misch,8,soul
4403,Tom Petty and The Heartbreakers,1,classic rock
4404,Tomawok,1,
4405,Tomggg,6,electronic
4406,Tomita Lab.,6,japanese
4407,Tommee Profitt,1,Soundtrack
4408,Tommy Lunaire,1,
4409,Tomosuke,1,Bemani
4410,Tomoyo Kurosawa,1,Soundtrack
4411,Tomoyu,1,electronic
4412,TomppaBeats,48,beats
4413,Toni Daya,2,OPM
4414,Tony Bennett,4,jazz
4415,Tony Romera,2,House
4416,Toonorth,12,beats
4417,Toploader,5,pop
4418,Tora,1,new wave
4419,Tori Kelly,7,pop
4420,Tormention,1,death metal
4421,Toro y Moi,8,chillwave
4422,Toronto,12,Canadian
4423,Torr,1,black metal
4424,Tosho,1,blues
4425,Toto,19,rock
4426,Totorro,1,post-rock
4427,Tove Lo,22,pop
4428,Towkio,2,Hip-Hop
4429,Trade L,1,Hip-Hop
4430,Train,1,rock
4431,Transbian Death Machine,1,Hip-Hop
4432,Travie McCoy,2,Hip-Hop
4433,Travis Porter,1,Hip-Hop
4434,Travis Scott,125,Hip-Hop
4435,Traxman,1,footwork
4436,Tre Watson,1,DJENT
4437,Treasure,1,Korean
4438,Trepalium,6,death metal
4439,Trifect,5,heavy metal
4440,Trina,1,rap
4441,Trinidad Cardona,1,rnb
4442,Triple H,6,wwe
4443,Trippie Redd,1,trap
4444,Tristam,6,dubstep
4445,Trivium,1,metalcore
4446,Trois-Rivières,1,
4447,Trolley Snatcha,1,dubstep
4448,Trophy Cat,1,electronic
4449,Tropkillaz,2,trap
4450,Trouble Funk,1,funk
4451,Trouble Maker,1,k-pop
4452,Troy,1,zac efron
4453,Tru Heru,3,Hip-Hop
4454,True Damage,29,electronic
4455,True Green,1,
4456,Trying Science,1,alternative
4457,Tsha,1,electronic
4458,Tsubusare BOZZ,31,
4459,"Tsubusare BOZZ, shully",2,
4460,Tsubusare BOZZ; shully,1,
4461,Tsundere Alley,5,future funk
4462,Tsuneo Imahori,75,japanese
4463,Tsuyoshi Sekito,1,video game music
4464,Tummy Boy,5,
4465,Tunde Adebimpe,1,seen live
4466,Tundra,1,black metal
4467,Turk Turkelton,1,trance
4468,Turquoise October,1,splatoon
4469,Tut Tut Child,5,dubstep
4470,Tuxedo,2,funk
4471,Tuyu,12,japanese
4472,Twinkle Park,1,power pop
4473,Twisted Sister,1,hard rock
4474,Two Door Cinema Club,1,indie
4475,Two Face Mafia,1,
4476,Ty Dolla $ign,2,Hip-Hop
4477,Tyga,109,Hip-Hop
4478,Tyla Jane,1,electronic
4479,Tyler Bates,10,Soundtrack
4480,Tyler Cole,1,indie
4481,"Tyler, the Creator",1473,Hip-Hop
4482,Témé Tan,1,Hip-Hop
4483,Tülpa,1,USA
4484,Türküm,1,electronic
4485,U.S.A. for Africa,1,pop
4486,U2,1,rock
4487,UH!!,7,
4488,UKDD,1,Lo-Fi
4489,UNCHAIN,35,rock
4490,UNDEAD CORPORATION DOUJIN WORKS,157,metalcore
4491,UNI.T,3,k-pop
4492,UNLIMITS,1,J-rock
4493,USAO,56,j-core
4494,USNA,1,
4495,UWANOSORA,2,indie
4496,Uamee,19,Hardbass
4497,Ugly God,2,Hip-Hop
4498,Uhm Jung Hwa,2,k-pop
4499,Ukuletea,1,
4500,Uli Tiro,1,
4501,Ultravox,7,new wave
4502,Uma,1,seen live
4503,Umeboshi Chazuke,2,chiptune
4504,Undead Corporation,4,Melodic Death Metal
4505,UniBe@t,1,future funk
4506,Unicorn,1,rock
4507,Unity-Gain,1,jazz
4508,Unity-Gain-6dB+1,2,
4509,Unknown Brain,1,electronic
4510,Unknown Mortal Orchestra,451,Lo-Fi
4511,Unlucky Morpheus,1,Power metal
4512,Unmerciful,1,Brutal Death Metal
4513,Unown,25,metal
4514,Upstates,1,trap
4515,Urban Cone,2,indie
4516,Urban Zakapa,1,Korean
4517,Urbangarde,3,j-pop
4518,"User-177606669, Cldr & CALDER",1,
4519,Usher,6,rnb
4520,Utopiaboy,1,USA
4521,VEDO,2,rnb
4522,VICTON,1,k-pop
4523,VICTOR INTERNET,1,Lo-Fi
4524,VINXEN,1,Hip-Hop
4525,VIVIZ,27,k-pop
4526,VST & Company,1,OPM
4527,Valentino Khan,8,electronic
4528,Valorant,1,electronic
4529,Vampire Weekend,3,indie
4530,Van Halen,3,hard rock
4531,Van Morrison,1,classic rock
4532,Vanessa Carlton,1,pop
4533,Vanilla Ice,1,rap
4534,Vansire,2,dream pop
4535,Vantage,182,future funk
4536,Varien,2,dubstep
4537,VaultBoy,1,electronic
4538,Vaundy,8,japanese
4539,Vektroid,1,chillwave
4540,Vengaboys,50,dance
4541,Versake,3,
4542,Vertigoaway,21,jungle
4543,Vest And Tyler,1,
4544,Via Luna,1,math rock
4545,Vic Mensa,5,Hip-Hop
4546,Vic Sotto,1,
4547,Vicetone,3,House
4548,Vickeblanka,1,japanese
4549,Victor Lundberg,1,
4550,Victor McKnight,1,
4551,Victoria Monét,7,rnb
4552,Victorious Cast,1,pop
4553,Video Age,2,electronica
4554,Vieze Asbak,89,dutch
4555,Viktor Vaughn,2,Hip-Hop
4556,Village People,1,Disco
4557,Villain,2,heavy metal
4558,Vinai,1,electronic
4559,Vince Staples,12,Hip-Hop
4560,Vincent Augustus,1,Hip-Hop
4561,Vincent Diamante,1,Soundtrack
4562,Vincent Perrot,1,
4563,Viola Wills,1,Disco
4564,Viper,1,Power metal
4565,Virtual Riot,8,dubstep
4566,Virtual Self,9,trance
4567,Vitas,6,russian
4568,VivaOla,1,pop
4569,Vlinder Vos,8,hard techno
4570,Volac,1,House
4571,Voltes V,1,anime
4572,Vory,1,Hip-Hop
4573,Vulfpeck,1398,funk
4574,Vulfpeck feat. Christine Hucal & Theo Katzman,1,funk
4575,Vulvodynia,1,deathcore
4576,Vylet Pony,6,synthpop
4577,Vérité,1,indie pop
4578,W-D4,1,
4579,WANIMA,2,japanese
4580,WAVY GANG,1,
4581,WAiKURO,1,hardcore
4582,WEi,1,k-pop
4583,WILYWNKA,1,Hip-Hop
4584,WJSN,148,k-pop
4585,WJSN CHOCOME,29,k-pop
4586,WJSN THE BLACK,3,k-pop
4587,WOMCADOLE,1,japanese
4588,WONHO,4,pop
4589,WOODZ,16,k-pop
4590,WOOSEOKXKUANLIN,1,Korean
4591,WRLD,11,future bass
4592,WULFLOCK,2,
4593,WWE,4,wrestling
4594,Wake The Wild,1,electronic
4595,Wale,2,Hip-Hop
4596,Walk Off the Earth,2,indie
4597,Walk the Moon,1,indie rock
4598,Wallows,2,indie
4599,Wanda Sá,1,Bossa Nova
4600,Wang Chung,1,80s
4601,Wanna One,13,k-pop
4602,Wanna One (워너원),1,south korea
4603,Warpaint,1,psychedelic
4604,Warren Ellis,3,instrumental
4605,Warren Hue,1,Hip-Hop
4606,Washed Out,4,chillwave
4607,Wasureranneyo,1,rock
4608,Water Spirit,2,trip-hop
4609,Watson Amelia,25,hololive
4610,Wave Racer,1,electronic
4611,Wavves,1,Lo-Fi
4612,Wax Tailor,1,trip-hop
4613,Way Ched,2,Korean
4614,WayV,1,C-pop
4615,Waylon Jennings,1,country
4616,We Are King,1,soul
4617,We'll Make It Right,1,pop
4618,We.B,1,
4619,Weather Report,1,jazz
4620,Weatherday,2,noise pop
4621,WebsterX,1,hip hop
4622,Wednesday Campanella,74,electronic
4623,Weeekly,7,k-pop
4624,Ween,1,alternative
4625,Weezer,231,rock
4626,Weki Meki,29,k-pop
4627,Wendy,5,wendy
4628,Wengie,5,pop
4629,Westlife,2,pop
4630,Westside Gunn,2,rap
4631,Wet,1,indie pop
4632,Wh0,1,DIsco House
4633,Wham!,20,80s
4634,What So Not,2,trap
4635,Whee In,42,k-pop
4636,Wheein,9,female vocalists
4637,Whimsical,1,shoegaze
4638,White Ash,3,japanese
4639,White Noise Meditation,1,Meditation
4640,Whitney Houston,4,pop
4641,Why Don't We,2,pop
4642,WiKETT,1,
4643,Wibke Komi,1,
4644,Wilco,1,Alt-country
4645,Wild Nothing,2,dream pop
4646,Wildberry,3,rnb
4647,Wiley,1,Grime
4648,Wilhelm Peterson-Berger,1,Classical
4649,Will Jay,1,pop
4650,Will Stetson,2,american
4651,Will Wood,1,cabaret
4652,William Duckworth,1,contemporary classical
4653,Willie Nelson,2,country
4654,Willow,5,post-rock
4655,Wilson Pickett,1,soul
4656,Wings,2,classic rock
4657,Winner,2,k-pop
4658,Wisdom,3,Power metal
4659,Within Destruction,46,deathcore
4660,Wize,2,power pop
4661,Wizkid,3,nigeria
4662,Wizzard,1,glam rock
4663,Wolfgang Amadeus Mozart,2,Classical
4664,Wolfgang Gartner,29,electro house
4665,Wolftyla,2,rnb
4666,Wonder Girls,13,k-pop
4667,Wonk,14,fidget house
4668,Wonstein,1,rap
4669,Wonwoo,2,seventeen
4670,Woo,3,ambient
4671,Woody Goss,77,USA
4672,Woody and Jeremy,2,indie
4673,Woogie,3,dubstep
4674,Wool & The Pants,1,funk
4675,Woosung,1,k-pop
4676,Worldtraveller,1,
4677,Wretched,1,Melodic Death Metal
4678,Wu-Tang Clan,3,Hip-Hop
4679,Wuki,1,House
4680,Wun Two,18,instrumental hip-hop
4681,Wyclef Jean,1,Hip-Hop
4682,Wynton Kelly,1,jazz
4683,X LOVERS,1,California
4684,XG,5,Hip-Hop
4685,XI,9,dubstep
4686,XL Middleton,1,G-funk
4687,XO TEAM,1,
4688,XS Project,2,pumping house
4689,XTC,1,new wave
4690,XXIII,5,Grunge
4691,XXXTENTACION,9,Hip-Hop
4692,Xander.,1,electronic
4693,Xavier Maxwell,2,
4694,Xavier Omär,1,rnb
4695,Xavy Rusan,1,rap
4696,Xdinary Heroes,1,rock
4697,Xiumin,2,exo
4698,Xtrullor,1,electronic
4699,Xxtarlit⚸,1,breakcore
4700,Xydo,1,Korean
4701,Xyla,3,darkpsy
4702,Y&Co.,2,eurobeat
4703,YASU,3,pop
4704,YAYYOUNG,4,rnb
4705,YDIZZY,2,Hip-Hop
4706,YEEK,7,Hip-Hop
4707,YELLOW黃宣,1,taiwanese
4708,YESEO,3,electronic
4709,YESUNG,1,k-pop
4710,YEZI,5,k-pop
4711,YNG Martyr,1,rap
4712,YNW Melly,2,trap
4713,YOASOBI,54,j-pop
4714,YOHLU,5,japanese
4715,YOSA & TAAR,1,japan
4716,YOSHIDA YOHEI GROUP,1,
4717,YUC'e,434,future bass
4718,YUKIKA,94,city pop
4719,YUMDDA,1,Korean
4720,YUNG BAE,35,future funk
4721,YURI (Girls’ Generation),2,k-pop
4722,YURiKA,2,japanese
4723,YUYAYUYON,1,
4724,YYVNG,1,france
4725,Yaeji,5,electronic
4726,Yaffle,3,idm
4727,Yahya,1,
4728,Yakkle,1,Hip-Hop
4729,Yakuka.,1,
4730,Yakushimaru Etsuko,4,j-pop
4731,Yama,5,Stoner Rock
4732,Yameii Online,5,vocaloid
4733,Yami Nilla,1,
4734,Yanakoto Sotto Mute,2,japanese
4735,Yandere,1,breakcore
4736,Yaz,1,80s
4737,YeYe,3,japanese
4738,Yeat,1,trap
4739,Yein,4,Korean
4740,Yellow Claw,1,trap
4741,Yellow Days,1,indie
4742,Yellow Magic Orchestra,3,electronic
4743,Yena,7,k-pop
4744,Yeri,2,k-pop
4745,Yerin Baek,10,k-pop
4746,Yes,78,Progressive rock
4747,Ying Yang Twins,1,rap
4748,Yion,1,
4749,Ylona Garcia,2,Filipino
4750,Yogee New Waves,2,japanese
4751,Yoh Kamiyama,1,japanese
4752,Yohan Kim,1,
4753,Yoko Shimomura,1,Soundtrack
4754,YonYon,219,japanese
4755,Yoon Mirae,1,k-pop
4756,Yorushika,17,japanese
4757,Yoshino Yoshikawa,2,House
4758,You,24,japanese
4759,You Me at Six,1,pop punk
4760,You Slut!,1,math rock
4761,You'll Melt More!,13,japanese
4762,You'lllee,1,
4763,You're Good,1,
4764,Youha,7,j-pop
4765,Young Franco,1,Hip-Hop
4766,Young Galaxy,1,indie
4767,Young Money,1,Hip-Hop
4768,Young Rising Sons,1,indie pop
4769,Young Smoke,1,Juke
4770,Young Thug,1,trap
4771,Younha,1,j-pop
4772,Your Song Is Good,4,instrumental
4773,Youra,57,electronic
4774,Youth,2,dub
4775,Yubin,45,k-pop
4776,Yugo Kanno,4,Soundtrack
4777,Yugyeom,3,soul
4778,Yuji Nomi,1,Soundtrack
4779,Yuk jidam,1,hip hop
4780,Yuki Hayashi,4,Soundtrack
4781,Yukiyanagi,42,uk Hardcore
4782,YunB,1,Hip-Hop
4783,Yung Bans,1,rap
4784,Yungtown,1,rap
4785,Yuni Wa,2,vaporwave
4786,Yunomi,217,electronic
4787,Yunosuke,4,electronic
4788,Yuphoric,1,
4789,Yuqi,6,chinese
4790,Yura,2,female vocalists
4791,Yuragi,4,shoegaze
4792,Yussef Kamaal,1,jazz
4793,Yuta Imai,5,hardstyle
4794,Yuu Miyashita,2,utaite
4795,Yuutsu,1,beats
4796,Yves Desrosiers,1,chanson
4797,Yves Tumor,3,experimental
4798,Yvette Young,1,math rock
4799,ZAZEN BOYS,1,japanese
4800,ZB,6,Progressive House
4801,ZEKK & Titancube,1,
4802,ZICO,70,Korean
4803,ZOMBIE-CHANG,1,electronic
4804,ZUN,2,touhou
4805,ZUTOMAYO,186,japanese
4806,Za Ninngenn,1,
4807,Zac Waters,1,electronic
4808,Zacari,3,rnb
4809,Zach Hill,1,experimental
4810,Zack Fox,6,trap
4811,Zack Tabudlo,1,pop
4812,Zaharicus,1,
4813,Zaia,2,hip hop
4814,Zairis Téjion,1,
4815,Zayn,9,pop
4816,ZeMauno,1,
4817,Zedd,161,electronic
4818,Zeds Dead,1,dubstep
4819,Zekk,718,Soundtrack
4820,Zekk & poplavor,11,
4821,Zenibly,1,field recordings
4822,Zero Hero,1,electro house
4823,Zion.T,11,Korean
4824,Zo!,1,soul
4825,Zock,1,Hip-Hop
4826,Zolita,1,indie
4827,Zuubi,1,Progressive House
4828,[Alexandros],2,J-rock
4829,[bsd.u],9,instrumental hip-hop
4830,[ocean jams],4,instrumental hip-hop
4831,_houseplants,2,
4832,a crowd of rebellion,1,post-hardcore
4833,a picture of her,16,post-rock
4834,a-ha,43,80s
4835,aXian,11,beats
4836,aespa,1757,k-pop
4837,aests,3,japanese
4838,ak+q,1,rhythm game
4839,akaironoglitter,4,japanese
4840,allem iversom,6,chillhop
4841,alrt,4,electronic
4842,alt-J,16,indie
4843,amaii,1,glitch pop
4844,amazarashi,2,J-rock
4845,ame_no_parade,1,indie
4846,android52,95,future funk
4847,andymori,3,J-rock
4848,anu-pass,2,
4849,at Wendys,4,hip hop
4850,auður,1,icelandic
4851,ayU tokiO,2,
4852,ayase,3,vocaloid
4853,baaskaT,16,instrumental hip-hop
4854,back number,4,japanese
4855,barnes blvd.,5,chillhop
4856,basi,32,Hip-Hop
4857,bbno$,48,rap
4858,beabadoobee,3,indie pop
4859,beatboxbandit,5,beats
4860,bentham,59,rock
4861,billie idle,2,japanese
4862,blackbear,12,electronic
4863,blacklolita,10,japanese
4864,blink-182,1,punk rock
4865,bliss3three,2,vaporwave
4866,blnkspc_,1,Hip-Hop
4867,bluntone,5,instrumental hip-hop
4868,boy pablo,2,indie pop
4869,brb.,4,pop
4870,buriki,1,rock
4871,butterfly inthe stomach,1,indie
4872,bye2,1,orbcore
4873,c678924,3,trance
4874,cLOUDDEAD,2,Hip-Hop
4875,cYsmix,41,trance
4876,calica,11,electronic
4877,cbakl,1,beats
4878,ceo@business.net,1,electronic
4879,chelmico,114,j-pop
4880,chrosky,2,
4881,chuckee.,1,hip hop
4882,cinema staff,1,J-rock
4883,clipping.,25,Hip-Hop
4884,cloud_,1,
4885,co shu nie,1,math rock
4886,cocainejesus,1,vaporwave
4887,cocona,19,Korean
4888,coldbrew,2,electronic
4889,concentrate on popping,1,
4890,cosMo@BousouP,1,vocaloid
4891,cosmicosmo,1,electronic
4892,cotoba,1,math rock
4893,cowode,1,beats
4894,ctrl+r,1,electronic
4895,cupcakKe,9,rap
4896,cyan slime,1,
4897,d0llywood1,1,digicore
4898,damaa.beats,1,beats
4899,dareharu,15,indie
4900,dark cat,18,future bass
4901,dasu,1,vocaloid
4902,davay,25,estonian
4903,deadmau5,107,House
4904,death's dynamic shroud,3,vaporwave
4905,deca joins,1,indie
4906,demxntia,1,alternative rnb
4907,dhruv,2,jazz
4908,digitalluc,5,Hip-Hop
4909,dirtybirdie,1,
4910,dismissedfit,1,rap
4911,ditch david,1,
4912,dltzk,1,hyperpop
4913,dné,1,seen live
4914,dodie,2,indie
4915,domico,12,indie
4916,dosi,1,Lekker Verjaar
4917,dosii,3,Korean
4918,dotnoi,1,electronic
4919,drkmnd,1,Lo-Fi
4920,duendita,1,rnb
4921,dvsn,2,rnb
4922,e-sound speaker,2,indie rock
4923,eaJ,1,Korean
4924,eastern youth,1,japanese
4925,edbl,1,electronic
4926,edo lee,1,jazzy hip hop
4927,ego apartment,1,indie
4928,eill,4,japanese
4929,eleline,1,
4930,eliminate,6,dubstep
4931,ella diva conflict,1,
4932,elsei,1,
4933,emune,9,instrumental hip-hop
4934,ericdoa,1,hyperpop
4935,ev.exi,5,future funk
4936,f(x),44,k-pop
4937,fig,1,power pop
4938,fiji.water,3,instrumental hip hop
4939,flatpocket,2,hip hop
4940,floridomi,1,hip hop
4941,flovry,2,Lo-Fi
4942,flowtide,1,
4943,fnonose,1,electronic
4944,folca,1,rock
4945,foodman,1,electronic
4946,fox capture plan,80,jazz
4947,foxsky,1,electronic
4948,frasco,2,female vocalists
4949,fraxiom,1,hyperpop
4950,fromis_9,416,k-pop
4951,fthmlss,1,chill
4952,fujitsu,12,beats
4953,fulusu,20,math rock
4954,funfunfun,9,
4955,fushou.,1,beats
4956,futuristic lovestory,1,
4957,gabby parafina,1,
4958,gaburyu,7,kawaii bass
4959,galdive,17,electronic
4960,gatou,2,touhou
4961,girl in red,2,dream pop
4962,gladde paling,337,dutch
4963,glue70,140,electronic
4964,gmtn.,2,
4965,go!go!vanillas,2,indie
4966,goldenninjah,1,jazz
4967,goosetaf,1,beats
4968,goreshit,403,lolicore
4969,grandson,2,indie rock
4970,greecelove,1,
4971,gugudan,5,k-pop
4972,gugudan SEMINA,2,k-pop
4973,gupi,1,bubblegum bass
4974,hakushi hasegawa,591,jazz
4975,half•alive,12,indie pop
4976,hanfeezy,1,hip hop
4977,hentzup,1,
4978,higimidari,1,
4979,hitorie,1,math rock
4980,hololive Indonesia,1,hololive
4981,hrrbl,1,
4982,hu57la,1,
4983,humbreaders,1,pop rock
4984,iLOVEFRiDAY,6,Hip-Hop
4985,idealism,17,trip-hop
4986,idntrmmbr,1,
4987,illion,4,japanese
4988,imai,1,electronica
4989,inabakumori,5,japanese
4990,indigo la End,60,japanese
4991,infinite bisous,1,electronic
4992,inspire:tion,1,japanese
4993,invention_,7,instrumental hip-hop
4994,ircle,2,indie
4995,j. roosevelt,2,Hip-Hop
4996,j^p^n,3,Hip-Hop
4997,jacotanu,2,bassline
4998,jameskii,1,
4999,jeebanoff,6,rnb
5000,jhfly,4,beats
5001,jon-YAKITORY,1,japanese
5002,joorla,1,
5003,jusoul,3,instrumental hip-hop
5004,kamome sano,1114,electronic
5005,kass,1,Hip-Hop
5006,kaz moon,2,indie
5007,kazeoff,1,
5008,keshi,27,Lo-Fi
5009,khai dreams,1,Lo-Fi
5010,kid froopy,1,electronic
5011,kijibato,2,
5012,kiki vivi lily,177,japanese
5013,kikuo,8,vocaloid
5014,kilder,1,electronic
5015,knowmadic,13,instrumental hip-hop
5016,kors k,2,happy hardcore
5017,kosu.,11,electronic
5018,kradness,1,utaite
5019,kubrixXx,2,noise
5020,kurt stewart,1,chill
5021,kx5,1,electronic
5022,kzm,1,Hip-Hop
5023,lapix,1040,dubstep
5024,lapix feat. Mayumi Morinaga,1,
5025,lapix feat. Renko,1,
5026,lapix feat. YUC'e,1,
5027,lapix vs PSYQUI,1,
5028,"lapix, Shizuki",6,
5029,lapix; Shizuki,6,
5030,laqueus,2,hip hop
5031,laura les,8,hyperpop
5032,leaf beach,3,beats
5033,leavv,16,beats
5034,lee young ji,1,rap
5035,less.people,8,Lo-Fi
5036,lofi astronaut,1,Lo-Fi
5037,lofi geek,1,
5038,lov lofi,2,lofi
5039,love-sadKiD,1,chill
5040,lovelytheband,1,indie pop
5041,lowerful,1,
5042,lynch.,1,J-rock
5043,m-flo,11,japanese
5044,m-flo loves chelmico,2,
5045,maco marets,1,Hip-Hop
5046,maedwun,1,
5047,maeshima soshi,102,japanese
5048,mameyudoufu,515,complextro
5049,mameyudoufu; Kanata.N,1,
5050,mansionz,1,Mike posner
5051,marvin jouno,1,french
5052,mazoulew,2,UK
5053,med monk,1,
5054,meenoi,5,Korean
5055,mell-ø,3,Lo-Fi
5056,meltycanon,2,Hip-Hop
5057,miho,16,j-pop
5058,miida,1,alternative
5059,mikey c,1,chillout
